date,1. open,2. high,3. low,4. close,5. volume
3/27/2013,74.3,86,74.3,79.81,6748
3/28/2013,79.81,89.99,78.75,89.3,6073
3/29/2013,89.4,97,80,88.52,9823
3/30/2013,88.96,94,84,90,6658
3/31/2013,90.49,95,89.31,92.11,1799
4/1/2013,92.12,96.15,92.12,96.15,2003
4/2/2013,95.5,106.5,93.7,104.7,6540
4/3/2013,103.73,116,100.1,116,6441
4/4/2013,116,158.41,110,133.78,15003
4/5/2013,133.87,150,119,135,7265
4/6/2013,134.67,144,127.09,141.8,7560
4/7/2013,141.8,150.03,138.5,141,3504
4/8/2013,141,165.1,140.65,164.97,6737
4/9/2013,164.97,198,162,185.6,13411
4/10/2013,185.6,235.29,164.34,229,11211
4/11/2013,228.94,259.34,70,162,20889
4/12/2013,162,179,50,83.4,37205
4/13/2013,81.02,112,45,109.9,29095
4/14/2013,109.9,119,85,91.64,16830
4/15/2013,90.44,99.99,81.94,91.11,5777
4/16/2013,91.79,99.8,60,74,19578
4/17/2013,73.99,82,49.8,68.09,35706
4/18/2013,67.85,101.12,60,89.98,30854
4/19/2013,89.98,111.23,78.92,109.3,16527
4/20/2013,109.3,140.2,100,117.71,25498
4/21/2013,118.11,129.79,114.27,126.55,7474
4/22/2013,126.55,129,101,118.81,17188
4/23/2013,118.91,125.01,116,123.74,6675
4/24/2013,123.73,138.87,121.12,137.29,13391
4/25/2013,137.3,161,134.98,149,21232
4/26/2013,150,170.28,123.2,141.9,16566
4/27/2013,141.9,142.53,126.68,137.3,10688
4/28/2013,137.3,148.61,125.76,128.8,6686
4/29/2013,128.8,148.18,121.57,135.28,5136
4/30/2013,135.31,151.65,123.96,143.31,10485
5/1/2013,143.32,144.99,133.89,139.88,8465
5/2/2013,139.87,140.3,104.9,116.75,21104
5/3/2013,116.75,127.24,93.01,106.81,21725
5/4/2013,107.02,108,81.5,98.08,26863
5/5/2013,98.08,115.64,94,112.62,15910
5/6/2013,112.89,118.76,106.5,116.57,9033
5/7/2013,116.9,123.97,105,112.71,17251
5/8/2013,112.67,112.95,98.77,110,14941
5/9/2013,110.92,116.29,109.41,113.16,8261
5/10/2013,113.16,113.95,109,111.96,6725
5/11/2013,111.96,119.98,109.2,117.9,10480
5/12/2013,117.9,118.5,112.95,115.04,4692
5/13/2013,115.58,117.86,113,114.5,3366
5/14/2013,115.05,117.48,113.55,115.99,3412
5/15/2013,115.98,117.9,103.5,107,12120
5/16/2013,107,113,101.72,108.95,10914
5/17/2013,108.96,113.35,108.35,113.35,7515
5/18/2013,113.36,118.16,112.82,116.73,9721
5/19/2013,117.51,118.55,115.99,118.49,3906
5/20/2013,118.49,118.98,114.1,116.38,4800
5/21/2013,117.27,118.94,114.03,116.55,4541
5/22/2013,117.81,118.56,116.9,117.5,3656
5/23/2013,117.25,119.48,117,119.11,7275
5/24/2013,118.45,123.9,118.36,123.84,10212
5/25/2013,123.84,129.94,122.52,128.7,13193
5/26/2013,128.65,129.73,126.03,128.97,5146
5/27/2013,128.98,130.29,127.97,129.5,3916
5/28/2013,130.27,130.6,120.33,126.25,7413
5/29/2013,126.2,127.11,123,125.92,6072
5/30/2013,125.99,130.4,125.53,130.35,9946
5/31/2013,130.01,131,124.9,126.81,9432
6/1/2013,126.78,129.87,125.06,127.91,5633
6/2/2013,127.76,128.86,127.09,128.77,3406
6/3/2013,128.77,128.8,117.02,123,15138
6/4/2013,123.35,125.01,117,123.22,8850
6/5/2013,123.22,123.66,116.32,120.57,7975
6/6/2013,120.58,122.74,119.65,121.2,4733
6/7/2013,120.98,121.33,118.43,118.78,4936
6/8/2013,118.78,119.16,107,110.18,18261
6/9/2013,110.17,112.46,108.44,109.11,5055
6/10/2013,109.11,110,90,100.17,30734
6/11/2013,100.17,107.9,93.1,104.22,13536
6/12/2013,104.21,108,102.97,107.36,5234
6/13/2013,107.35,111.18,105.01,106.56,7612
6/14/2013,106.1,108.43,95,102,8047
6/15/2013,101.86,102.95,95,99.01,10698
6/16/2013,99.01,105,96.22,99.42,4243
6/17/2013,99.43,101.11,98,99.37,3089
6/18/2013,98.74,101.47,98.29,100,4785
6/19/2013,100.39,108.18,99.99,104.5,10874
6/20/2013,104.49,107.5,102,105.24,5483
6/21/2013,105.24,108,102.47,102.61,9088
6/22/2013,103,104.86,90,101.8,12331
6/23/2013,101.29,103,98.55,100,3350
6/24/2013,100,101.45,98.5,100.41,1977
6/25/2013,100.4,102.3,95,99.47,9702
6/26/2013,98.83,101,97.47,97.87,5294
6/27/2013,97.57,99.98,96.13,98.77,4940
6/28/2013,98.75,98.76,96,96.31,4937
6/29/2013,96.98,97.45,88.01,89.96,18557
6/30/2013,89.2,91.61,86.2,88.98,4373
7/1/2013,88.83,90.3,88.01,89.53,2390
7/2/2013,89.41,90.16,80.94,84.5,20854
7/3/2013,83.41,88.5,81.9,88,12666
7/4/2013,88.04,89.56,75.11,77.01,20740
7/5/2013,77.33,83.9,70.06,79.4,21957
7/6/2013,79.4,79.4,63.26,66.93,32935
7/7/2013,67.13,72.88,63,66.34,17245
7/8/2013,66.34,73.96,64.5,73.96,6858
7/9/2013,73.97,76.94,70.1,74.4,18669
7/10/2013,74,76.01,70.25,75.01,15909
7/11/2013,75,86.64,74.81,86.19,27275
7/12/2013,86.13,89.96,83.85,87.13,17311
7/13/2013,87.81,100,86.6,90.17,32060
7/14/2013,90.19,92.04,87.15,91.67,6004
7/15/2013,91.67,93,88.87,90.03,5202
7/16/2013,90.02,95,88.11,93.78,13030
7/17/2013,93.76,93.9,89.09,91.55,9285
7/18/2013,91.61,92.37,89,90.97,7404
7/19/2013,90.96,91,77,85.28,21446
7/20/2013,85,88,83.21,86.51,8689
7/21/2013,86.51,87.07,84.27,85.04,4451
7/22/2013,85.02,86.99,84.25,85.93,2907
7/23/2013,85.73,87.08,83,85.6,8294
7/24/2013,85.59,88.88,82,86.98,13038
7/25/2013,86.88,88.48,85.73,88.42,9276
7/26/2013,88.42,90.66,87.08,90.16,10416
7/27/2013,90.1,91.77,88.56,89.95,6500
7/28/2013,89.97,90.16,87.8,88.16,3489
7/29/2013,88.16,94.01,87.9,92.71,7294
7/30/2013,92.72,93.5,90.54,93.39,10250
7/31/2013,93.45,97,92.7,96.57,11695
8/1/2013,96.98,101,95,98.28,17025
8/2/2013,97.77,98.44,95.15,96.62,7832
8/3/2013,96.63,98.71,93.03,95.85,15553
8/4/2013,95.82,97,93.98,95.55,4499
8/5/2013,95.54,96.61,95.5,96.38,3019
8/6/2013,96.38,98.92,96,97.81,11003
8/7/2013,97.88,98.98,97.07,97.69,9248
8/8/2013,97.7,98.32,95.5,97.09,7127
8/9/2013,97.09,97.14,91.11,94.27,14017
8/10/2013,94.26,95.75,90,92.27,12311
8/11/2013,92.72,94.25,92.14,93.51,3115
8/12/2013,93.51,94.58,93.12,94.09,1863
8/13/2013,94,96.18,93.31,95.35,7203
8/14/2013,95.37,98.19,94.24,98.15,12840
8/15/2013,97.75,101,97.03,99.19,17997
8/16/2013,99.19,100.01,96.68,98.08,9533
8/17/2013,98.09,99,96.5,98.25,9306
8/18/2013,98.26,99.82,97.48,99.71,5533
8/19/2013,99.71,99.99,98.41,99.3,2757
8/20/2013,99.32,105.16,99,102.85,20223
8/21/2013,102.85,104.88,100.38,104.87,11512
8/22/2013,104.87,114,104.56,110.43,23925
8/23/2013,111.52,113.02,107.98,109.12,12231
8/24/2013,109.12,109.9,104.2,107.65,9469
8/25/2013,107.91,110.33,106.64,109.15,4332
8/26/2013,109.15,113.28,109.15,113.12,9343
8/27/2013,113.12,113.3,110.27,111.9,10842
8/28/2013,111.85,118.93,111.76,117.75,18924
8/29/2013,117.74,119.63,117.04,117.91,10195
8/30/2013,117.91,120,117,118.5,9789
8/31/2013,118.91,126.14,118.04,124.86,17374
9/1/2013,124.86,134.95,124.8,128,19981
9/2/2013,127.9,132.09,126.79,130.66,8021
9/3/2013,130.65,132,128.52,130.15,8939
9/4/2013,129.4,131,127,129.18,11994
9/5/2013,129.2,129.94,115.21,122.81,18821
9/6/2013,121.65,127.5,116.07,122.5,19236
9/7/2013,122,124.54,115.21,117.67,19391
9/8/2013,116.56,122.16,115.5,119.93,9677
9/9/2013,119.91,120.94,116,118.34,5458
9/10/2013,118.37,124.13,115,121.68,21345
9/11/2013,121.68,124.26,120.8,122.07,11319
9/12/2013,122.08,127.72,118,127.55,18550
9/13/2013,127.54,128.5,123.1,126.38,13856
9/14/2013,126.38,128.79,125.05,127.71,9309
9/15/2013,127.71,128,123.05,124.49,8711
9/16/2013,124.49,126.25,123,125.36,5360
9/17/2013,125.36,126.71,124.03,126.27,7602
9/18/2013,126.28,127.69,125.47,126.92,8852
9/19/2013,126.92,128,124.2,127,13495
9/20/2013,127,127.95,123.02,124.18,10236
9/21/2013,124.17,126.02,121.16,122.91,10505
9/22/2013,122.92,124.1,121.7,123.39,4154
9/23/2013,123.38,123.5,122.35,123.27,2882
9/24/2013,123.27,123.99,121.54,122.63,7736
9/25/2013,122.81,124.01,121.77,123.86,10183
9/26/2013,123.75,125,123.23,123.25,8053
9/27/2013,123.32,124.9,123,124.84,7784
9/28/2013,124.85,126.96,124.35,126.95,12117
9/29/2013,126.95,127,124.01,126.54,6320
9/30/2013,126.5,128.8,126.08,127.01,6745
10/1/2013,127,127.53,122.77,126.25,11530
10/2/2013,126.25,127.93,125.54,127.33,7513
10/3/2013,127.31,127.8,85,103.85,60639
10/4/2013,103.85,118.79,102,117.63,26112
10/5/2013,117.62,122.98,116.48,121.94,13194
10/6/2013,121.94,122.29,121.11,121.2,2942
10/7/2013,121.25,122.49,121.13,122.49,3926
10/8/2013,122.49,124.49,120.11,123.5,11885
10/9/2013,123.5,125.17,122.17,124.13,13183
10/10/2013,124.5,127.99,122.3,125.9,18933
10/11/2013,125.79,126.8,124.9,126.8,11382
10/12/2013,126.8,127.42,125.93,127.38,7866
10/13/2013,127.38,128,126.01,127.98,7571
10/14/2013,127.58,133,127.57,132.82,12574
10/15/2013,132.83,138.22,132,135.42,21256
10/16/2013,135.43,147.39,134.09,142.76,22232
10/17/2013,142.75,147,137.38,137.56,26332
10/18/2013,137.54,145,135,143.94,16767
10/19/2013,143.94,154.69,143.23,152.89,23007
10/20/2013,152.89,172,152.44,166,37966
10/21/2013,166,166.6,162.54,166.59,5667
10/22/2013,166.6,181.93,166.05,180.13,33107
10/23/2013,180.15,196.27,179,189.75,41865
10/24/2013,189.74,203.96,185,203.96,24326
10/25/2013,203.94,206.6,156.2,193.87,55593
10/26/2013,194,194,167.67,186.6,32779
10/27/2013,187.5,190,177,179.56,9644
10/28/2013,180.39,195,179.5,194,10095
10/29/2013,194.99,197.5,190.8,196.62,12248
10/30/2013,196.62,205,195.32,204.69,16744
10/31/2013,204,206,195,197.54,25494
11/1/2013,197.58,203.75,195.1,203.54,13741
11/2/2013,203.54,203.54,200.23,202.15,4962
11/3/2013,202.14,205.15,201.2,204.86,6600
11/4/2013,204.86,210,203.51,210,11227
11/5/2013,210,230.4,207.22,226.83,28261
11/6/2013,227.29,250.79,226,242.9,42583
11/7/2013,242.9,265,241.11,263.24,40026
11/8/2013,263.24,297.8,263.24,291,49703
11/9/2013,291,334.45,288.81,334,40186
11/10/2013,333.9,363.65,298.95,341.24,44361
11/11/2013,341.24,341.24,265.01,323,67237
11/12/2013,323,349.9,310.1,343.91,26943
11/13/2013,343.63,357,340.01,354.96,19748
11/14/2013,354.94,399.89,354.94,393.5,38689
11/15/2013,393.5,421.97,381,416.95,31638
11/16/2013,416.88,431.36,390,412,32323
11/17/2013,412.07,447.47,406.92,434.53,17983
11/18/2013,434.53,480,434.53,477.38,25991
11/19/2013,478.1,669.55,471.23,669.01,57089
11/20/2013,669,755,378,536.01,71560
11/21/2013,536.01,619,440,599,57711
11/22/2013,600,730,580.37,720,30720
11/23/2013,720,799.8,683.2,795,25125
11/24/2013,794,874.81,785,829.15,20338
11/25/2013,829.15,842.78,747,800.05,20130
11/26/2013,800.01,838.2,770.1,817.88,23042
11/27/2013,811.95,919,801,916.3,29793
11/28/2013,915.01,969,879.99,963.98,30325
11/29/2013,963.98,1050.18,931,1012.98,36898
11/30/2013,1012,1141,988.22,1131.99,21873
12/1/2013,1131.99,1163,1080,1119.52,12907
12/2/2013,1119.52,1123.11,795.6,955,61544
12/3/2013,955,1057,925.16,1047.47,31516
12/4/2013,1037.11,1088,1000,1055,12567
12/5/2013,1055,1153.27,1052.1,1132.01,14433
12/6/2013,1135,1138.58,848.42,1023.87,55262
12/7/2013,1020.51,1033.13,796.73,814.91,52688
12/8/2013,809.72,844,542.38,693.3,79852
12/9/2013,693.3,797,651,787,27465
12/10/2013,787,899.99,766.66,899.9,28510
12/11/2013,899.91,989.6,895.01,979.23,22694
12/12/2013,979.07,988,804,879.04,31708
12/13/2013,879.04,898.9,832.01,871.22,13973
12/14/2013,871.22,920.42,850,885.98,14766
12/15/2013,888.47,895,841.01,850.78,7426
12/16/2013,850.78,869.98,803.51,862,11638
12/17/2013,861.98,864,651.34,691,58806
12/18/2013,690.5,750,612.51,673.62,43034
12/19/2013,675,680.7,382.21,520,137070
12/20/2013,520,700,492.91,685,56734
12/21/2013,685.1,719.97,570,610,40959
12/22/2013,610,648.88,550,595.03,19218
12/23/2013,595.07,690,575.61,612.66,17673
12/24/2013,612.66,665,607.77,654.76,13100
12/25/2013,654.76,668.8,628.11,652.99,12795
12/26/2013,653.57,681.24,636.99,679.01,6653
12/27/2013,679.01,764.32,677.57,747,28028
12/28/2013,747.83,762.1,702.26,721.08,16261
12/29/2013,723.98,736.01,682.22,715,13385
12/30/2013,715,732,703.45,728,8121
12/31/2013,728.01,740,722.81,736.51,6600
1/1/2014,736.51,739,709,732,7919
1/2/2014,732,757.99,729.01,754.9,7907
1/3/2014,751.88,798.7,742.5,784.19,15134
1/4/2014,784.19,818.99,767.62,809.4,14860
1/5/2014,808.24,830,790.2,828.79,10990
1/6/2014,828.79,948,826.07,905,24075
1/7/2014,905,995,876,919.24,25886
1/8/2014,915.8,943,785,785,34063
1/9/2014,785,849.79,765,823.45,26315
1/10/2014,823.94,848,779.78,824.76,25302
1/11/2014,825.5,861.4,799.41,852.61,12846
1/12/2014,851.63,909.96,849.51,896.59,16130
1/13/2014,895,905,826.46,844.05,12189
1/14/2014,844.04,844.05,783.11,823,19366
1/15/2014,823.99,837,800,815.99,9729
1/16/2014,815.99,850.26,805.18,841.14,12267
1/17/2014,841.14,849,810.01,814.4,8215
1/18/2014,814.4,821,765,797.2,17114
1/19/2014,796.97,817.12,796,810,5486
1/20/2014,810,842.07,791.01,842.07,8418
1/21/2014,841.5,845,815,826.02,6968
1/22/2014,826.02,834.5,814,824.89,7669
1/23/2014,824.88,824.99,801,819.2,8309
1/24/2014,819.2,823.28,801.1,812,7395
1/25/2014,810.95,811.74,767.02,780,15775
1/26/2014,780,817,773.4,806.8,8705
1/27/2014,806.81,834,795.01,814.75,9704
1/28/2014,814.67,823,725,751.95,25194
1/29/2014,750.95,812.93,740.01,788,20042
1/30/2014,785.51,804.95,781.99,794.21,7044
1/31/2014,794.21,812.44,770.7,799.99,13125
2/1/2014,799.99,809.98,791,803,7728
2/2/2014,803,827.38,802.59,813.23,8296
2/3/2014,813.23,825.21,810.23,814.99,4075
2/4/2014,814.94,815,800.5,808.5,4931
2/5/2014,806.99,812.98,796.83,802.99,7592
2/6/2014,802,810,775,782.33,8479
2/7/2014,780.01,803,752,763.99,20652
2/8/2014,764,766.45,619,705.01,66362
2/9/2014,705.01,723,662.01,680.49,13501
2/10/2014,680.49,755.42,666.21,687.37,15061
2/11/2014,688,713,530,687.81,71860
2/12/2014,688.34,720,631,675.1,40062
2/13/2014,677,685.19,631.58,651.99,15511
2/14/2014,650.04,660,601.54,604.11,28145
2/15/2014,609.4,712.9,538.01,669,68378
2/16/2014,670.34,673.17,628.88,655.83,20762
2/17/2014,655.83,670,590.01,621,26397
2/18/2014,621,664.99,610,633.66,19902
2/19/2014,633.66,650,609.99,627.7,14833
2/20/2014,627.7,636,617,623.01,11128
2/21/2014,623.01,631,560.9,561.86,34966
2/22/2014,561.86,589,530.01,581.35,29612
2/23/2014,581.35,619.88,562.15,610.88,18076
2/24/2014,610.77,646,599.78,610.09,20868
2/25/2014,609.9,629,514.02,535.49,51840
2/26/2014,535.49,545.8,400,535,115761
2/27/2014,534.34,610,530,585.24,49110
2/28/2014,585.24,599.99,571.22,583,17048
3/1/2014,584.7,591.39,541,551.89,22634
3/2/2014,551.8,576,535,567.48,14303
3/3/2014,567.46,570.99,553,566.24,6437
3/4/2014,565.38,710,562.02,677.69,64914
3/5/2014,677.69,702.24,633.64,673,28031
3/6/2014,673.27,679.97,651.9,669.99,12719
3/7/2014,669,675.71,650,669.57,10404
3/8/2014,669.57,670,613.45,632.79,21449
3/9/2014,632.79,639.79,604.5,620,9699
3/10/2014,620.02,653,613.03,640,9121
3/11/2014,638.4,646.59,609,629.39,13350
3/12/2014,628.02,644.44,614.17,632.1,9166
3/13/2014,631.72,656.95,628.8,634.95,12741
3/14/2014,634.95,650,632,641.01,6728
3/15/2014,641.02,645,625.29,630.42,8676
3/16/2014,630.99,639.88,625.32,637.24,2202
3/17/2014,637.58,639.39,629.02,634.99,3296
3/18/2014,634.99,634.99,619.46,621.11,9165
3/19/2014,622.97,624.17,591.13,612,14907
3/20/2014,613.84,623.95,605.11,611.2,7079
3/21/2014,610.01,611.3,578.66,587.98,10906
3/22/2014,585.6,607.88,556,570,22418
3/23/2014,569.99,571.99,541,565.31,13614
3/24/2014,564.31,569.48,556.74,561,6098
3/25/2014,558.22,592.6,547,585.99,13674
3/26/2014,585.9,587.48,568.86,583.77,8107
3/27/2014,583.77,592,565,581.49,10310
3/28/2014,581.48,581.59,466.1,475,49205
3/29/2014,475,532,468.3,502.01,34960
3/30/2014,502.01,508,486.97,491.99,7446
3/31/2014,491.99,492,436,460,31437
4/1/2014,460,486.7,438,454.83,20986
4/2/2014,454.81,509.98,452.04,478.98,22904
4/3/2014,478.98,494.98,430,439,34478
4/4/2014,438.9,465,416.11,451.03,26944
4/5/2014,451.03,459.5,430.77,452.2,15699
4/6/2014,450,464.8,441.25,464.8,6467
4/7/2014,464.8,465,450.2,456.27,5283
4/8/2014,459.97,464.19,446,447.11,7419
4/9/2014,447.11,459.8,446.24,453.57,5844
4/10/2014,453.57,457.3,438.08,441.69,8006
4/11/2014,441.69,442.46,357.57,363.12,49713
4/12/2014,363.1,432.22,339.79,423,42124
4/13/2014,423,439.5,413.72,423.42,10809
4/14/2014,424.91,427.75,397.16,416.3,11017
4/15/2014,416.29,475,408,458.5,33640
4/16/2014,459.99,528.75,453.16,521,32622
4/17/2014,523.1,548,494.02,530,30710
4/18/2014,529.26,533.8,481.63,500.09,20052
4/19/2014,500.09,506.97,470,483.11,11142
4/20/2014,482.1,507.43,472.81,503.8,10268
4/21/2014,505.18,516.53,493,500,5798
4/22/2014,501.07,515,490,496.74,8377
4/23/2014,497.98,504.9,485.2,490,8521
4/24/2014,490,495.2,484.61,492,5696
4/25/2014,491.94,505,480,502.2,7952
4/26/2014,502.15,503.99,438.05,466.52,33416
4/27/2014,466.71,470.96,451.07,459,8812
4/28/2014,459.22,461.97,429.95,430,9312
4/29/2014,430,452.16,424,442.9,18282
4/30/2014,440.41,454.47,432.02,448,13844
5/1/2014,448,453.99,433.08,448.85,10757
5/2/2014,449,465.88,447.97,460.97,9556
5/3/2014,460.97,462.99,444.51,454.5,8269
5/4/2014,452,454.5,431,439,7431
5/5/2014,439,442.83,429.55,438.04,5154
5/6/2014,435.88,445,425,433,8188
5/7/2014,431.64,434,420.27,428.01,8041
5/8/2014,429,452,425.67,440,13248
5/9/2014,441.47,450.08,437.61,437.69,6326
5/10/2014,439.6,457.08,437.71,452.37,8282
5/11/2014,452.78,459.24,449.79,455.39,4130
5/12/2014,457.7,458.2,429.6,440,8863
5/13/2014,437.67,443.77,431.56,442.5,4582
5/14/2014,442.48,442.75,430.61,439.12,5969
5/15/2014,439.12,449.96,438.36,446,6398
5/16/2014,444.07,452.67,444.02,446,5496
5/17/2014,446.27,452.41,444.5,447.31,3667
5/18/2014,447.55,451.48,445.01,449.06,2295
5/19/2014,449.07,451.43,444.52,446.91,2498
5/20/2014,446.91,450,441.44,448.34,4723
5/21/2014,448.34,500,447.14,489,28210
5/22/2014,489,499.1,487.11,493.98,7111
5/23/2014,493.98,530,492.65,529.99,17439
5/24/2014,529.99,547.1,518.55,523.77,19619
5/25/2014,523.75,529.06,515.4,528.44,5528
5/26/2014,528.44,586.34,527.09,573.9,19782
5/27/2014,573.5,593.48,565.58,581.88,11633
5/28/2014,581.87,595,550.22,572.7,19805
5/29/2014,572.7,582.26,563.45,580.66,8980
5/30/2014,580.66,582.1,560.05,572.37,8110
5/31/2014,572.37,629.4,568.56,621,22502
6/1/2014,621,628.5,611,627.8,9696
6/2/2014,627.8,683.26,618.53,630.99,24149
6/3/2014,630.99,678,613.03,661.22,20087
6/4/2014,662,680.99,649.61,670.14,13572
6/5/2014,668.9,673.61,621.86,640.59,17375
6/6/2014,640.55,669.63,639.69,661.48,10724
6/7/2014,661.46,662.13,647.16,647.16,6452
6/8/2014,647.16,657.13,635.88,657.13,5749
6/9/2014,657.13,661.11,651.7,658,2600
6/10/2014,658,659,639.93,648.83,6798
6/11/2014,648.83,657.41,642.45,648.55,5909
6/12/2014,648.55,652.39,615,620.5,10429
6/13/2014,623.81,630.36,550,569.1,24822
6/14/2014,569.98,611.99,563,592,18670
6/15/2014,592,593.53,538.38,566.58,16567
6/16/2014,566.58,593,552.11,588.55,8807
6/17/2014,592,610,582.01,586.91,10767
6/18/2014,587,610.2,580,606.48,6588
6/19/2014,606.48,616,599.9,607,6744
6/20/2014,607.99,609.98,590,593.4,4638
6/21/2014,593.41,598.68,580.51,588.02,6709
6/22/2014,590,594.99,580,591.29,2949
6/23/2014,591.33,605.05,587.82,600.34,3856
6/24/2014,600.34,601,580.46,588.22,5295
6/25/2014,588.22,588.25,572.1,572.62,6502
6/26/2014,574,579.7,554.45,560.4,8893
6/27/2014,560.4,580.11,557.2,579.99,4674
6/28/2014,580.09,600,574,599.99,9183
6/29/2014,599.99,604.21,589.56,589.56,3084
6/30/2014,591.46,601.79,589.56,599.89,1593
7/1/2014,599.86,647.09,595.51,641.11,15516
7/2/2014,640,658.88,638,638.25,9497
7/3/2014,638.25,658.75,638,650.5,5305
7/4/2014,650.49,652.79,638.79,645.99,4969
7/5/2014,648.48,650.48,616.3,629,8739
7/6/2014,628.81,632.97,623.23,630,1830
7/7/2014,630.9,639,622.86,630.57,3334
7/8/2014,633.87,636,612.9,622.09,7109
7/9/2014,622.09,626.22,616.89,623.98,2675
7/10/2014,623.98,626.88,618.71,621.97,2303
7/11/2014,621.96,623.93,607.9,616.87,6335
7/12/2014,616.87,635,613.46,635,6094
7/13/2014,634.99,642.57,628.7,638.1,3794
7/14/2014,637.9,638.73,626.09,630.88,4158
7/15/2014,630.88,632,616.84,621.17,3827
7/16/2014,621.15,626.25,616.09,622.9,3535
7/17/2014,622.9,625,610.01,616.86,5348
7/18/2014,617.39,629,610,622.2,4902
7/19/2014,626.3,632.96,618.46,632.6,5026
7/20/2014,632.59,632.6,625,628.63,1923
7/21/2014,630,630,620,627,1467
7/22/2014,626.98,628,615,622.73,3959
7/23/2014,622.63,624.99,618.26,618.26,3364
7/24/2014,619.99,623,615.51,621,4040
7/25/2014,620.95,621.99,591.12,601.66,10241
7/26/2014,603.96,609.65,592.97,602.93,4843
7/27/2014,602.93,603,590,596.23,3607
7/28/2014,596.23,602.83,589,590.3,3792
7/29/2014,592.61,596,570.5,586.53,10539
7/30/2014,589.88,591.95,578,585.95,4084
7/31/2014,585.93,586,557.12,563.84,10498
8/1/2014,563.83,590,555.9,582.04,9383
8/2/2014,583.54,607.2,581.77,598.2,11939
8/3/2014,597.84,599.09,584.95,589.59,3529
8/4/2014,589.6,591,578.21,588.91,2802
8/5/2014,588.96,595.7,581.8,588.5,5259
8/6/2014,588.5,589,578.25,581.76,6905
8/7/2014,581.75,586.36,576.44,581.16,7580
8/8/2014,581.16,591.9,579,585.84,4436
8/9/2014,585.84,595,584,588.02,4367
8/10/2014,588.99,591.35,585.21,587.97,1626
8/11/2014,589.82,597,586,590.96,3211
8/12/2014,590.98,590.99,571,573.98,6086
8/13/2014,574.55,574.59,561.9,566.69,6463
8/14/2014,569.39,572,524.55,548.81,25509
8/15/2014,549.85,551.86,497,507.99,25826
8/16/2014,507.99,521.79,481.55,500.25,16594
8/17/2014,502.48,529.8,485,521.97,12657
8/18/2014,523.47,524.8,485.39,496.86,10314
8/19/2014,498,510,442,475.22,28851
8/20/2014,474.74,493.98,453.01,491.98,17807
8/21/2014,491.98,527.01,466,516.39,19220
8/22/2014,516.39,534.14,510,519.28,14187
8/23/2014,519.29,528,500.01,514.65,15393
8/24/2014,514.65,514.69,487,497,8432
8/25/2014,496.96,515.95,495.02,507.85,5765
8/26/2014,507.84,508.46,496.79,503.82,5773
8/27/2014,503.74,516,502.27,512.18,6716
8/28/2014,514.4,523.09,510,511.87,7791
8/29/2014,511.87,514.98,505.93,506,7119
8/30/2014,506.94,514.98,501.25,509.3,7246
8/31/2014,509.3,509.42,498.13,500.85,4403
9/1/2014,501.49,504.75,473.33,479.04,11289
9/2/2014,479.01,490,472.01,474.54,9091
9/3/2014,475.89,484.61,470.42,474.5,7333
9/4/2014,474.5,477.99,471,474.89,4742
9/5/2014,474.86,497,471.04,487.43,10793
9/6/2014,489.61,489.96,473.03,477.65,5212
9/7/2014,477.65,485,477.16,479.78,2770
9/8/2014,479.99,483,474.95,475.43,2858
9/9/2014,477.4,478.39,456.3,468.33,14567
9/10/2014,468.32,476.4,459.18,473.2,9121
9/11/2014,473.34,492,473.32,476.57,11509
9/12/2014,477.78,480,465,475.9,7936
9/13/2014,477.43,478,462,474.62,6097
9/14/2014,473.08,480.13,467.43,477.98,5828
9/15/2014,477.99,481.58,473.59,475.49,3884
9/16/2014,475.47,479.62,467.76,469.47,6221
9/17/2014,469.47,473.69,462,462.02,5948
9/18/2014,463.48,465.57,443.57,452.09,12477
9/19/2014,452.99,452.99,407.94,425,22063
9/20/2014,426.62,429,378.78,395.86,29732
9/21/2014,395.86,431.11,390,408.76,19916
9/22/2014,410.92,413.53,390,399.55,14182
9/23/2014,400.77,409.38,396.26,400.07,10803
9/24/2014,399.77,452.67,393.6,438.97,26999
9/25/2014,440.85,441.78,418.83,423.68,14141
9/26/2014,423.57,423.9,400,408.76,15016
9/27/2014,410,414.35,396.53,403.57,9921
9/28/2014,405.08,408.99,396.57,401.77,5472
9/29/2014,399.16,403.99,368.9,375.35,16139
9/30/2014,375.35,386.03,365.2,374.2,20026
10/1/2014,374.17,397.75,371.8,391.09,14289
10/2/2014,389.56,393.79,377.01,384.86,13037
10/3/2014,384.85,385.82,372,374.68,10414
10/4/2014,376.29,378.11,353.75,358.74,20408
10/5/2014,358.71,365.07,322.04,326.21,28981
10/6/2014,326.24,339.43,275,323.52,61726
10/7/2014,322.82,347,295.89,328.59,69537
10/8/2014,328.56,336.99,312.37,334.8,22961
10/9/2014,334.8,359,326.93,355.73,28614
10/10/2014,355.73,395.55,349,364.01,47817
10/11/2014,364.01,380.08,351.1,360.89,20543
10/12/2014,360.85,368.06,352.1,362,9973
10/13/2014,362.77,383.6,354.71,378.11,14250
10/14/2014,378.48,405,368.07,392.6,26083
10/15/2014,392.99,417.99,390.48,403.38,24822
10/16/2014,402.01,404.32,385.92,394.52,19147
10/17/2014,394.52,399,370.1,383.95,22776
10/18/2014,384.19,386,370.96,383.65,10507
10/19/2014,383.2,397.29,377,390.58,7074
10/20/2014,390.59,394.25,385,387.53,3242
